sample	diploid_frac_Cd	diploid_frac_conf	squid_frac_Cd	squid_frac_conf
brca_TCGA-BH-A0BW-01A-11R-A115-07	0.910828025477707	0.8666666666666667	0.6	0.09090909090909091
blca_TCGA-BT-A20X-01A-11R-A16R-07	0.9342723004694836	0.8805309734513275	0.3	0.02654867256637168
prad_TCGA-HC-7752-01A-11R-2118-07	0.8571428571428571	0.9411764705882353	0.42857142857142855	0.11764705882352941
brca_TCGA-BH-A0BJ-01A-11R-A056-07	0.9285714285714286	0.9629629629629629	0.625	0.09259259259259259
blca_TCGA-CU-A3KJ-01A-11R-A21D-07	0.92	0.971830985915493	0.4	0.056338028169014086
blca_TCGA-BT-A42F-01A-11R-A23W-07	0.9461077844311377	0.9028571428571428	0.5263157894736842	0.05714285714285714
brca_TCGA-BH-A0DV-01A-21R-A12P-07	0.9533333333333334	0.9407894736842105	0.5625	0.05921052631578947
prad_TCGA-EJ-5495-01A-01R-1580-07	0.8367346938775511	0.803921568627451	0.21052631578947367	0.0392156862745098
luad_TCGA-49-6761-01A-31R-1949-07	0.7192982456140351	0.9534883720930233	0.3	0.13953488372093023
blca_TCGA-BT-A20U-01A-11R-A14Y-07	0.74	0.9367088607594937	0.4222222222222222	0.24050632911392406
blca_TCGA-DK-A2HX-01A-12R-A18C-07	0.9371584699453552	0.9828080229226361	0.23333333333333334	0.02005730659025788
prad_TCGA-G9-6363-01A-21R-1789-07	0.9278350515463918	0.7563025210084033	0.5333333333333333	0.06722689075630252
brca_TCGA-BH-A18N-01A-11R-A12D-07	0.8091603053435115	0.9724770642201835	0.2727272727272727	0.08256880733944955
luad_TCGA-55-6985-01A-11R-1949-07	0.7131147540983607	0.47802197802197804	0.28888888888888886	0.07142857142857142
brca_TCGA-BH-A0DZ-01A-11R-A00Z-07	0.8984375	0.7615894039735099	0.26666666666666666	0.026490066225165563
brca_TCGA-BH-A0BZ-01A-31R-A12P-07	0.8979591836734694	0.8073394495412844	0.5238095238095238	0.10091743119266056
prad_TCGA-HC-7747-01A-11R-2118-07	0.8285714285714286	0.9206349206349206	0.42857142857142855	0.14285714285714285
brca_TCGA-BH-A1FE-01A-11R-A13Q-07	0.8717948717948718	0.7311827956989247	0.42857142857142855	0.06451612903225806
prad_TCGA-EJ-7783-01A-11R-2118-07	0.943089430894309	0.6408839779005525	0.36363636363636365	0.022099447513812154
luad_TCGA-49-4512-01A-21R-1858-07	0.9044117647058824	0.7109826589595376	0.3333333333333333	0.03468208092485549
brca_TCGA-BH-A18R-01A-11R-A12D-07	0.8552631578947368	0.9558823529411765	0.55	0.16176470588235295
blca_TCGA-CU-A0YN-01A-21R-A10U-07	0.957983193277311	0.4730290456431535	0.4444444444444444	0.016597510373443983
luad_TCGA-49-6744-01A-11R-1858-07	0.9130434782608695	0.9545454545454546	0.14285714285714285	0.015151515151515152
blca_TCGA-BT-A0S7-01A-11R-A10U-07	0.8333333333333334	0.975609756097561	0.2	0.04878048780487805
prad_TCGA-G9-6356-01A-11R-1789-07	0.8775510204081632	0.8431372549019608	0.25	0.0392156862745098
brca_TCGA-BH-A18V-01A-11R-A12D-07	0.8656716417910447	0.8285714285714286	0.5714285714285714	0.17142857142857143
brca_TCGA-BH-A1FU-01A-11R-A14D-07	0.9666666666666667	0.8353909465020576	0.36363636363636365	0.01646090534979424
blca_TCGA-DK-A6B1-01A-12R-A30C-07	0.9787234042553191	0.71875	0.7142857142857143	0.0390625
blca_TCGA-DK-A1A5-01A-11R-A13Y-07	0.7523809523809524	0.7314814814814815	0.3157894736842105	0.1111111111111111
luad_TCGA-49-6743-01A-11R-1858-07	0.8225806451612904	0.8947368421052632	0.3333333333333333	0.08771929824561403
brca_TCGA-E2-A15K-01A-11R-A12P-07	0.7956989247311828	0.9736842105263158	0.24	0.07894736842105263
brca_TCGA-AC-A2FF-01A-11R-A17B-07	0.8472222222222222	0.7176470588235294	0.42105263157894735	0.09411764705882353
blca_TCGA-DK-A1A7-01A-11R-A13Y-07	0.7543859649122807	0.9772727272727273	0.17647058823529413	0.06818181818181818
blca_TCGA-GC-A3BM-01A-11R-A22U-07	0.8777777777777778	0.9294117647058824	0.4444444444444444	0.09411764705882353
brca_TCGA-A7-A13F-01A-11R-A12P-07	0.7647058823529411	1.0	0.36	0.17307692307692307
luad_TCGA-38-6178-01A-11R-1755-07	0.5783132530120482	0.8135593220338984	0.375	0.3559322033898305
blca_TCGA-DK-A1AD-01A-11R-A13Y-07	0.8839285714285714	0.75	0.5769230769230769	0.11363636363636363
blca_TCGA-CF-A5UA-01A-11R-A28M-07	0.7692307692307693	0.8620689655172413	0.2682926829268293	0.09482758620689655
prad_TCGA-EJ-7786-01A-11R-2118-07	0.7716535433070866	0.9423076923076923	0.35714285714285715	0.14423076923076922
brca_TCGA-BH-A0E1-01A-11R-A056-07	0.825	0.4925373134328358	0.2571428571428571	0.033582089552238806
brca_TCGA-BH-A0DP-01A-21R-A056-07	0.9245283018867925	0.7101449275362319	0.3333333333333333	0.028985507246376812
luad_TCGA-55-6970-01A-11R-1949-07	0.9354838709677419	0.8601694915254238	0.2777777777777778	0.0211864406779661
brca_TCGA-BH-A0DD-01A-31R-A12P-07	0.9136363636363637	0.7204301075268817	0.4411764705882353	0.053763440860215055
luad_TCGA-05-5420-01A-01R-1628-07	0.8115942028985508	0.6412213740458015	0.26	0.04961832061068702
prad_TCGA-EJ-7123-01A-11R-1965-07	0.8252427184466019	0.9883720930232558	0.35714285714285715	0.11627906976744186
brca_TCGA-BH-A0C3-01A-21R-A12P-07	0.8713235294117647	0.8464285714285714	0.4444444444444444	0.1
prad_TCGA-CH-5771-01A-21R-1580-07	0.900497512437811	0.6988416988416989	0.23076923076923078	0.023166023166023165
prad_TCGA-G9-6365-01A-11R-1789-07	0.8661417322834646	0.9166666666666666	0.34615384615384615	0.075
luad_TCGA-05-4403-01A-01R-1206-07	0.9192546583850931	0.8043478260869565	0.52	0.07065217391304347
blca_TCGA-BT-A20O-01A-21R-A14Y-07	0.935251798561151	0.8280254777070064	0.4666666666666667	0.044585987261146494
prad_TCGA-HC-8260-01A-11R-2263-07	0.8181818181818182	0.8461538461538461	0.4722222222222222	0.1452991452991453
blca_TCGA-CF-A47T-01A-11R-A23W-07	0.8083832335329342	0.9440559440559441	0.4444444444444444	0.16783216783216784
prad_TCGA-G9-6351-01A-21R-1965-07	0.8438818565400844	0.7299270072992701	0.32075471698113206	0.06204379562043796
brca_TCGA-BH-A0DH-01A-11R-A084-07	0.9521276595744681	0.7489539748953975	0.64	0.06694560669456066
prad_TCGA-HC-7819-01A-11R-2118-07	0.8584905660377359	0.9578947368421052	0.4827586206896552	0.14736842105263157
luad_TCGA-73-4676-01A-01R-1755-07	0.7987012987012987	0.7784810126582279	0.2682926829268293	0.06962025316455696
luad_TCGA-50-5930-01A-11R-1755-07	0.8688524590163934	0.8412698412698413	0.25806451612903225	0.042328042328042326
brca_TCGA-BH-A18M-01A-11R-A12D-07	0.9037037037037037	0.8026315789473685	0.4	0.05263157894736842
prad_TCGA-EJ-7115-01A-11R-2118-07	0.9074074074074074	0.5240641711229946	0.5652173913043478	0.06951871657754011
brca_TCGA-BH-A0C0-01A-21R-A056-07	0.6428571428571429	0.9375	0.16071428571428573	0.09375
prad_TCGA-HC-8258-01A-11R-2263-07	0.888135593220339	0.7891566265060241	0.2571428571428571	0.02710843373493976
luad_TCGA-05-4424-01A-22R-1858-07	0.847457627118644	0.8695652173913043	0.39215686274509803	0.08695652173913043
prad_TCGA-HC-7738-01A-11R-2118-07	0.9137931034482759	0.654320987654321	0.4444444444444444	0.04938271604938271
blca_TCGA-BT-A2LA-01A-11R-A18C-07	0.8661417322834646	0.990990990990991	0.6097560975609756	0.22522522522522523
luad_TCGA-05-4397-01A-01R-1206-07	0.9010989010989011	0.7735849056603774	0.18181818181818182	0.018867924528301886
luad_TCGA-44-6148-01A-11R-1755-07	0.8673469387755102	1.0	0.4	0.09411764705882353
luad_TCGA-05-4395-01A-01R-1206-07	0.8590604026845637	0.9142857142857143	0.4117647058823529	0.1
prad_TCGA-EJ-5508-01A-02R-1580-07	0.9203539823008849	0.6341463414634146	0.4	0.036585365853658534
luad_TCGA-50-5936-01A-11R-1628-07	0.7966101694915254	0.9591836734693877	0.23333333333333334	0.07142857142857142
luad_TCGA-35-4122-01A-01R-1107-07	0.839622641509434	0.5816993464052288	0.34782608695652173	0.05228758169934641
prad_TCGA-CH-5745-01A-11R-1580-07	0.8992805755395683	0.78125	0.38095238095238093	0.05
luad_TCGA-44-6778-01A-11R-1858-07	0.9438775510204082	0.8767772511848341	0.5	0.052132701421800945
blca_TCGA-BT-A3PH-01A-11R-A220-07	0.8909090909090909	0.9702970297029703	0.45454545454545453	0.09900990099009901
prad_TCGA-EJ-7317-01A-31R-2118-07	0.9215686274509803	0.6266666666666667	0.6111111111111112	0.07333333333333333
blca_TCGA-C4-A0F7-01A-11R-A084-07	0.9478260869565217	0.8195488721804511	0.5454545454545454	0.045112781954887216
brca_TCGA-A7-A0CE-01A-11R-A00Z-07	0.8170731707317073	0.881578947368421	0.375	0.11842105263157894
blca_TCGA-CF-A5U8-01A-11R-A28M-07	0.944	0.7972972972972973	0.6666666666666666	0.0945945945945946
brca_TCGA-BH-A1FM-01A-11R-A13Q-07	0.7923076923076923	0.911504424778761	0.2857142857142857	0.08849557522123894
prad_TCGA-HC-8259-01A-11R-2263-07	0.9181286549707602	0.7584541062801933	0.3888888888888889	0.033816425120772944
luad_TCGA-05-4422-01A-01R-1206-07	0.8967391304347826	0.8638743455497382	0.5	0.09424083769633508
blca_TCGA-CU-A72E-01A-12R-A33J-07	0.8371040723981901	0.9158415841584159	0.39622641509433965	0.10396039603960396
prad_TCGA-CH-5789-01A-11R-1580-07	0.9283276450511946	0.8343558282208589	0.46153846153846156	0.05521472392638037
luad_TCGA-38-4625-01A-01R-1206-07	0.948936170212766	0.7170418006430869	0.5555555555555556	0.04823151125401929
brca_TCGA-BH-A0BS-01A-11R-A12P-07	0.9477611940298507	0.7650602409638554	0.7272727272727273	0.04819277108433735
prad_TCGA-CH-5754-01A-11R-1580-07	0.9550561797752809	0.85	0.6923076923076923	0.09
prad_TCGA-EJ-7314-01A-31R-2118-07	0.8055555555555556	0.9560439560439561	0.16666666666666666	0.04395604395604396
prad_TCGA-EJ-5504-01A-01R-1580-07	0.9014084507042254	0.7619047619047619	0.6818181818181818	0.17857142857142858
luad_TCGA-55-6968-01A-11R-1949-07	0.8611111111111112	0.7294117647058823	0.5	0.11764705882352941
prad_TCGA-EJ-7789-01A-11R-2118-07	0.8947368421052632	0.6910569105691057	0.5	0.07723577235772358
blca_TCGA-DK-A2I2-01A-11R-A180-07	0.839622641509434	0.6592592592592592	0.3888888888888889	0.07777777777777778
blca_TCGA-DK-A3IT-01A-31R-A20F-07	0.8390804597701149	0.9605263157894737	0.43478260869565216	0.13157894736842105
prad_TCGA-EJ-5502-01A-01R-1580-07	0.9452054794520548	0.8734177215189873	0.8181818181818182	0.11392405063291139
brca_TCGA-BH-A0BT-01A-11R-A12P-07	0.9234042553191489	0.7	0.5428571428571428	0.06129032258064516
brca_TCGA-BH-A1FD-01A-11R-A13Q-07	0.7661290322580645	0.9313725490196079	0.3	0.11764705882352941
luad_TCGA-49-6745-01A-11R-1858-07	0.8992248062015504	0.7785234899328859	0.6206896551724138	0.12080536912751678
blca_TCGA-GD-A2C5-01A-12R-A180-07	0.7524752475247525	0.6608695652173913	0.46808510638297873	0.19130434782608696
luad_TCGA-55-6983-01A-11R-1949-07	0.8299319727891157	0.8591549295774648	0.21875	0.04929577464788732
blca_TCGA-BT-A20Q-01A-11R-A14Y-07	0.9354838709677419	0.6823529411764706	0.6923076923076923	0.10588235294117647
luad_TCGA-05-4434-01A-01R-1206-07	0.8596491228070176	0.9607843137254902	0.38461538461538464	0.09803921568627451
prad_TCGA-EJ-5517-01A-01R-1580-07	0.796875	0.9444444444444444	0.4583333333333333	0.2037037037037037
luad_TCGA-91-6829-01A-21R-1858-07	0.8148148148148148	0.9166666666666666	0.375	0.125
blca_TCGA-DK-A6B5-01A-11R-A31N-07	0.7843137254901961	0.9302325581395349	0.35294117647058826	0.13953488372093023
luad_TCGA-38-4632-01A-01R-1755-07	0.8823529411764706	0.9782608695652174	0.5	0.08695652173913043
brca_TCGA-BH-A0B5-01A-11R-A12P-07	0.9065420560747663	0.7132352941176471	0.5238095238095238	0.08088235294117647
prad_TCGA-CH-5766-01A-11R-1580-07	0.8837209302325582	0.8941176470588236	0.5454545454545454	0.1411764705882353
luad_TCGA-05-5428-01A-01R-1628-07	0.9010989010989011	0.9318181818181818	0.5882352941176471	0.11363636363636363
prad_TCGA-CH-5744-01A-11R-1580-07	0.875	1.0	0.6666666666666666	0.2857142857142857
blca_TCGA-K4-A5RI-01A-11R-A28M-07	0.7142857142857143	1.0	0.42857142857142855	0.3
blca_TCGA-CF-A3MF-01A-12R-A21D-07	0.9528795811518325	0.7294589178356713	0.4482758620689655	0.026052104208416832
luad_TCGA-55-6975-01A-11R-1949-07	0.8260869565217391	0.9382716049382716	0.058823529411764705	0.012345679012345678
prad_TCGA-EJ-5510-01A-01R-1580-07	0.8541666666666666	0.8092105263157895	0.43243243243243246	0.10526315789473684
blca_TCGA-K4-A54R-01A-11R-A26T-07	0.7722419928825622	0.8930041152263375	0.48760330578512395	0.24279835390946503
blca_TCGA-CF-A47S-01A-11R-A23W-07	0.7096774193548387	0.8301886792452831	0.35714285714285715	0.18867924528301888
blca_TCGA-CF-A27C-01A-11R-A16R-07	0.6065573770491803	1.0	0.3235294117647059	0.2972972972972973
luad_TCGA-38-4629-01A-02R-1206-07	0.8734177215189873	0.9452054794520548	0.09090909090909091	0.0136986301369863
blca_TCGA-DK-A1AA-01A-11R-A13Y-07	0.9420289855072463	0.8904109589041096	0.75	0.1643835616438356
