sample	diploid_frac_Cd	diploid_frac_conf	squid_frac_Cd	squid_frac_conf
blca_TCGA-DK-A3WX-01A-22R-A22U-07	0.9325842696629213	0.7545454545454545	0.4782608695652174	0.05
brca_TCGA-BH-A209-01A-11R-A157-07	0.9466666666666667	0.7370242214532872	0.5384615384615384	0.04844290657439446
luad_TCGA-50-5939-01A-11R-1628-07	0.9	0.65625	0.5172413793103449	0.078125
prad_TCGA-EJ-5515-01A-01R-1580-07	0.8240740740740741	0.967391304347826	0.36666666666666664	0.11956521739130435
prad_TCGA-EJ-7781-01A-11R-2118-07	0.8916666666666667	0.7925925925925926	0.42857142857142855	0.06666666666666667
prad_TCGA-G9-6499-01A-12R-1965-07	0.8245614035087719	0.5802469135802469	0.35714285714285715	0.06172839506172839
blca_TCGA-DK-A1AE-01A-11R-A13Y-07	0.9221556886227545	0.6754385964912281	0.7	0.12280701754385964
luad_TCGA-49-6742-01A-11R-1858-07	0.9074074074074074	0.7480916030534351	0.5	0.07633587786259542
prad_TCGA-G9-6342-01A-11R-1965-07	0.97	0.8434782608695652	0.8	0.10434782608695652
luad_TCGA-91-6847-01A-11R-1949-07	0.9219858156028369	0.8496732026143791	0.5769230769230769	0.09803921568627451
luad_TCGA-05-4384-01A-01R-1755-07	0.9212598425196851	0.785234899328859	0.6153846153846154	0.10738255033557047
prad_TCGA-G9-6333-01A-12R-1965-07	0.9539473684210527	0.6971153846153846	0.4444444444444444	0.019230769230769232
blca_TCGA-BT-A3PJ-01A-21R-A220-07	0.9423076923076923	0.6419213973799127	0.5625	0.039301310043668124
prad_TCGA-EJ-5512-01A-01R-1580-07	0.8859649122807017	0.8559322033898306	0.43478260869565216	0.0847457627118644
prad_TCGA-EJ-5511-01A-01R-1580-07	0.75	0.9375	0.11764705882352941	0.041666666666666664
luad_TCGA-05-5715-01A-01R-1628-07	0.957983193277311	0.6195652173913043	0.75	0.04891304347826087
blca_TCGA-CU-A3YL-01A-11R-A22U-07	0.9285714285714286	0.9069767441860465	0.4444444444444444	0.046511627906976744
luad_TCGA-38-7271-01A-11R-2039-07	0.780952380952381	0.9534883720930233	0.4	0.16279069767441862
luad_TCGA-05-4244-01A-01R-1107-07	0.8854166666666666	0.794392523364486	0.5	0.09345794392523364
prad_TCGA-CH-5763-01A-11R-1580-07	0.8867924528301887	0.7833333333333333	0.42857142857142855	0.075
brca_TCGA-BH-A0B7-01A-12R-A115-07	0.8918918918918919	0.9041095890410958	0.2	0.0273972602739726
brca_TCGA-BH-A0HA-01A-11R-A12P-07	0.8648648648648649	0.5818181818181818	0.5	0.09090909090909091
luad_TCGA-50-5932-01A-11R-1755-07	0.8461538461538461	1.0	0.2222222222222222	0.045454545454545456
blca_TCGA-BL-A5ZZ-01A-31R-A30C-07	0.9262295081967213	0.738562091503268	0.47058823529411764	0.05228758169934641
prad_TCGA-EJ-7328-01A-31R-2118-07	0.9	0.7443609022556391	0.4	0.045112781954887216
blca_TCGA-GD-A3OP-01A-21R-A220-07	0.8225806451612904	0.8360655737704918	0.35294117647058826	0.09836065573770492
blca_TCGA-CU-A5W6-01A-11R-A28M-07	0.7083333333333334	1.0	0.4	0.23529411764705882
luad_TCGA-05-4398-01A-01R-1206-07	0.9509803921568627	0.9603960396039604	0.6428571428571429	0.0891089108910891
blca_TCGA-GD-A3OQ-01A-32R-A220-07	0.8888888888888888	0.6956521739130435	0.4	0.057971014492753624
luad_TCGA-05-5429-01A-01R-1628-07	0.875	0.9130434782608695	0.5217391304347826	0.13043478260869565
blca_TCGA-BT-A20V-01A-11R-A14Y-07	0.8689320388349514	0.7489539748953975	0.4473684210526316	0.07112970711297072
luad_TCGA-35-5375-01A-01R-1628-07	0.9162790697674419	0.7911646586345381	0.43333333333333335	0.05220883534136546
prad_TCGA-G9-6362-01A-11R-1789-07	0.8947368421052632	0.7264957264957265	0.55	0.09401709401709402
blca_TCGA-BL-A13J-01A-11R-A10U-07	0.8939393939393939	0.8805970149253731	0.6111111111111112	0.16417910447761194
prad_TCGA-CH-5740-01A-11R-1580-07	0.8488372093023255	0.6293103448275862	0.2	0.02586206896551724
blca_TCGA-GC-A6I3-01A-11R-A31N-07	0.8933333333333333	0.8375	0.5294117647058824	0.1125
luad_TCGA-55-6979-01A-11R-1949-07	0.9484536082474226	0.9292929292929293	0.4444444444444444	0.04040404040404041
luad_TCGA-05-4402-01A-01R-1206-07	0.9295774647887324	0.8918918918918919	0.6153846153846154	0.10810810810810811
luad_TCGA-05-4396-01A-21R-1858-07	0.8476190476190476	0.8725490196078431	0.4090909090909091	0.08823529411764706
luad_TCGA-05-4427-01A-21R-1858-07	0.9586776859504132	0.7891156462585034	0.6	0.04081632653061224
prad_TCGA-CH-5752-01A-11R-1580-07	0.9259259259259259	0.8928571428571429	0.5	0.07142857142857142
prad_TCGA-HC-7742-01A-11R-2118-07	0.8904109589041096	0.8227848101265823	0.6842105263157895	0.16455696202531644
brca_TCGA-E2-A158-01A-11R-A12D-07	0.9285714285714286	0.7959183673469388	0.21428571428571427	0.015306122448979591
brca_TCGA-E2-A15I-01A-21R-A137-07	0.8181818181818182	0.84375	0.42857142857142855	0.140625
prad_TCGA-EJ-7327-01A-11R-2118-07	0.9036144578313253	0.872093023255814	0.5625	0.10465116279069768
brca_TCGA-E2-A15M-01A-11R-A12D-07	0.9279279279279279	0.6688311688311688	0.5	0.045454545454545456
blca_TCGA-CF-A3MI-01A-11R-A20F-07	0.8191489361702128	0.9058823529411765	0.22727272727272727	0.058823529411764705
luad_TCGA-38-4626-01A-01R-1206-07	0.8681318681318682	0.9186046511627907	0.25	0.046511627906976744
blca_TCGA-DK-A2I6-01A-12R-A18C-07	0.8314606741573034	0.9487179487179487	0.4230769230769231	0.14102564102564102
luad_TCGA-44-6776-01A-11R-1858-07	0.8031496062992126	0.9714285714285714	0.3888888888888889	0.13333333333333333
luad_TCGA-55-6969-01A-11R-1949-07	0.9076923076923077	0.7283950617283951	0.7	0.1728395061728395
blca_TCGA-BL-A3JM-01A-12R-A21D-07	0.9691358024691358	0.7423167848699763	0.4375	0.016548463356973995
brca_TCGA-BH-A0B3-01A-11R-A056-07	0.9737827715355806	0.6878306878306878	0.5333333333333333	0.021164021164021163
prad_TCGA-CH-5764-01A-21R-1580-07	0.9539473684210527	0.855457227138643	0.3333333333333333	0.02064896755162242
luad_TCGA-50-5935-01A-11R-1755-07	0.9438202247191011	0.9081081081081082	0.3333333333333333	0.021621621621621623
luad_TCGA-55-6980-01A-11R-1949-07	0.9607843137254902	0.7567567567567568	0.2727272727272727	0.011583011583011582
prad_TCGA-EJ-5503-01A-01R-1580-07	0.9682539682539683	0.8026315789473685	0.6842105263157895	0.05701754385964912
luad_TCGA-44-3396-01A-01R-1206-07	0.9423558897243107	0.7430830039525692	0.34615384615384615	0.017786561264822136
blca_TCGA-DK-A1A6-01A-11R-A13Y-07	0.9661354581673307	0.8262350936967632	0.2727272727272727	0.010221465076660987
luad_TCGA-05-4250-01A-01R-1107-07	0.9559471365638766	0.7667844522968198	0.375	0.02120141342756184
brca_TCGA-BH-A18J-01A-11R-A12D-07	0.9662162162162162	0.7688172043010753	0.42857142857142855	0.016129032258064516
blca_TCGA-DK-A6B2-01A-11R-A30C-07	0.9567307692307693	0.9045454545454545	0.5	0.03636363636363636
blca_TCGA-DK-A3IM-01A-11R-A20F-07	0.8707482993197279	0.8767123287671232	0.4166666666666667	0.0684931506849315
brca_TCGA-A7-A0DB-01A-11R-A00Z-07	0.9377777777777778	0.8406374501992032	0.43478260869565216	0.0398406374501992
prad_TCGA-HC-7740-01A-11R-2118-07	0.9429657794676806	0.8671328671328671	0.42857142857142855	0.03146853146853147
prad_TCGA-CH-5762-01A-11R-1580-07	0.9133574007220217	0.7931034482758621	0.43902439024390244	0.05642633228840126
brca_TCGA-BH-A18U-01A-21R-A12D-07	0.9459459459459459	0.8641975308641975	0.4411764705882353	0.037037037037037035
luad_TCGA-38-4630-01A-01R-1206-07	0.9617486338797814	0.7652173913043478	0.4166666666666667	0.021739130434782608
brca_TCGA-BH-A1F2-01A-31R-A13Q-07	0.9628252788104089	0.7134986225895317	0.3	0.008264462809917356
prad_TCGA-EJ-5506-01A-01R-1580-07	0.9076923076923077	0.8676470588235294	0.42857142857142855	0.04411764705882353
luad_TCGA-05-4389-01A-01R-1206-07	0.9668874172185431	0.7807486631016043	0.47058823529411764	0.0213903743315508
brca_TCGA-BH-A18L-01A-32R-A12D-07	0.9032258064516129	0.8235294117647058	0.3235294117647059	0.04044117647058824
luad_TCGA-05-4430-01A-02R-1206-07	0.9107142857142857	0.9	0.25	0.029411764705882353
luad_TCGA-05-4418-01A-01R-1206-07	0.9262672811059908	0.8137651821862348	0.375	0.03643724696356275
luad_TCGA-44-2655-01A-01R-0946-07	0.9485981308411215	0.8423236514522822	0.5454545454545454	0.04979253112033195
luad_TCGA-55-6971-01A-11R-1949-07	0.936231884057971	0.646	0.25925925925925924	0.014
luad_TCGA-91-6836-01A-21R-1858-07	0.8831168831168831	0.85	0.2727272727272727	0.0375
brca_TCGA-BH-A1FG-01A-11R-A13Q-07	0.9090909090909091	0.7751937984496124	0.4117647058823529	0.05426356589147287
prad_TCGA-CH-5738-01A-11R-1580-07	0.9672131147540983	0.7468354430379747	0.5	0.022151898734177215
brca_TCGA-BH-A204-01A-11R-A157-07	0.9281045751633987	0.7717391304347826	0.26666666666666666	0.021739130434782608
brca_TCGA-BH-A1F0-01A-11R-A137-07	0.9256756756756757	0.7965116279069767	0.375	0.03488372093023256
luad_TCGA-49-4490-01A-21R-1858-07	0.9335664335664335	0.6989528795811518	0.39285714285714285	0.028795811518324606
blca_TCGA-BT-A2LB-01A-11R-A18C-07	0.9245283018867925	0.7980456026058632	0.3793103448275862	0.035830618892508145
brca_TCGA-BH-A1EN-01A-11R-A13Q-07	0.9285714285714286	0.8455284552845529	0.631578947368421	0.0975609756097561
blca_TCGA-CF-A1HS-01A-11R-A13Y-07	0.9642857142857143	0.7632508833922261	0.65	0.045936395759717315
luad_TCGA-05-4425-01A-01R-1755-07	0.9560439560439561	0.848780487804878	0.5	0.03414634146341464
blca_TCGA-DK-A3IS-01A-21R-A21D-07	0.9368421052631579	0.8054298642533937	0.2	0.013574660633484163
brca_TCGA-BH-A0DQ-01A-11R-A084-07	0.9388888888888889	0.8802083333333334	0.2727272727272727	0.015625
prad_TCGA-G9-6348-01A-11R-1789-07	0.9400921658986175	0.8464730290456431	0.5	0.04564315352697095
luad_TCGA-44-2668-01A-01R-0946-07	0.9159663865546218	0.7813620071684588	0.28	0.025089605734767026
brca_TCGA-BH-A0DO-01B-11R-A12D-07	0.9330985915492958	0.6760204081632653	0.41379310344827586	0.030612244897959183
prad_TCGA-EJ-7793-01A-31R-2263-07	0.9528985507246377	0.7205479452054795	0.5185185185185185	0.038356164383561646
prad_TCGA-HC-7737-01A-11R-2118-07	0.9552238805970149	0.8421052631578947	0.4	0.02631578947368421
luad_TCGA-44-2662-01A-01R-0946-07	0.9779735682819384	0.7474747474747475	0.7058823529411765	0.04040404040404041
luad_TCGA-38-4628-01A-01R-1206-07	0.9351851851851852	0.8347107438016529	0.3333333333333333	0.028925619834710745
prad_TCGA-EJ-7782-01A-11R-2118-07	0.9131944444444444	0.7850746268656716	0.35135135135135137	0.03880597014925373
luad_TCGA-05-4420-01A-01R-1206-07	0.979381443298969	0.8837209302325582	0.5	0.018604651162790697
prad_TCGA-EJ-7321-01A-31R-2263-07	0.9195804195804196	0.699468085106383	0.36363636363636365	0.031914893617021274
prad_TCGA-CH-5769-01A-11R-1580-07	0.9485714285714286	0.7867298578199052	0.47058823529411764	0.037914691943127965
brca_TCGA-BH-A1F8-01A-11R-A13Q-07	0.9181818181818182	0.7984189723320159	0.37037037037037035	0.039525691699604744
brca_TCGA-BH-A1FN-01A-11R-A13Q-07	0.9664804469273743	0.8009259259259259	0.5714285714285714	0.037037037037037035
prad_TCGA-CH-5739-01A-11R-1580-07	0.945	0.9219512195121952	0.5	0.04878048780487805
prad_TCGA-CH-5765-01A-11R-1580-07	0.9488188976377953	0.6375661375661376	0.25	0.010582010582010581
prad_TCGA-CH-5741-01A-11R-1580-07	0.9240506329113924	0.8021978021978022	0.3888888888888889	0.038461538461538464
prad_TCGA-G9-6496-01A-11R-1789-07	0.9797101449275363	0.7527839643652561	0.6666666666666666	0.026726057906458798
blca_TCGA-BL-A0C8-01A-11R-A10U-07	0.9484240687679083	0.805352798053528	0.41935483870967744	0.031630170316301706
brca_TCGA-AC-A23H-01A-11R-A157-07	0.948936170212766	0.7533783783783784	0.5	0.02364864864864865
brca_TCGA-E2-A1L7-01A-11R-A144-07	0.9421965317919075	0.7912621359223301	0.47058823529411764	0.038834951456310676
blca_TCGA-C4-A0F6-01A-11R-A10U-07	0.9282700421940928	0.8627450980392157	0.3333333333333333	0.03137254901960784
blca_TCGA-DK-A2I4-01A-11R-A21D-07	0.9354838709677419	0.8252032520325203	0.4166666666666667	0.04065040650406504
luad_TCGA-91-6849-01A-11R-1949-07	0.973753280839895	0.7375745526838966	0.4117647058823529	0.013916500994035786
luad_TCGA-05-4390-01A-02R-1755-07	0.924812030075188	0.8692579505300353	0.39285714285714285	0.038869257950530034
luad_TCGA-05-4382-01A-01R-1206-07	0.9324817518248175	0.833605220228385	0.1951219512195122	0.013050570962479609
prad_TCGA-EJ-7331-01A-11R-2118-07	0.9441340782122905	0.824390243902439	0.375	0.02926829268292683
prad_TCGA-EJ-5507-01A-01R-1580-07	0.9283154121863799	0.7777777777777778	0.42857142857142855	0.036036036036036036
luad_TCGA-05-4417-01A-22R-1858-07	0.9525423728813559	0.7849162011173184	0.42857142857142855	0.025139664804469275
luad_TCGA-44-2665-01A-01R-0946-07	0.9420731707317073	0.8196286472148541	0.39285714285714285	0.029177718832891247
brca_TCGA-BH-A1EU-01A-11R-A137-07	0.8943661971830986	0.8788927335640139	0.30952380952380953	0.04498269896193772
blca_TCGA-CF-A3MG-01A-11R-A20F-07	0.9238578680203046	0.8216704288939052	0.4489795918367347	0.04966139954853273
luad_TCGA-05-5425-01A-02R-1628-07	0.9263456090651558	0.8257575757575758	0.25	0.017676767676767676
prad_TCGA-CH-5743-01A-21R-1580-07	0.94	0.6844660194174758	0.4	0.024271844660194174
prad_TCGA-EJ-7330-01A-11R-2118-07	0.9290780141843972	0.7844311377245509	0.32142857142857145	0.02694610778443114
luad_TCGA-91-6828-01A-11R-1858-07	0.9572368421052632	0.714987714987715	0.42105263157894735	0.019656019656019656
luad_TCGA-05-4249-01A-01R-1107-07	0.9314516129032258	0.8279569892473119	0.43478260869565216	0.035842293906810034
prad_TCGA-EJ-5509-01A-01R-1580-07	0.9668737060041408	0.79421768707483	0.16666666666666666	0.00510204081632653
brca_TCGA-BH-A203-01A-12R-A169-07	0.9079754601226994	0.8654970760233918	0.4642857142857143	0.07602339181286549
brca_TCGA-BH-A1F6-01A-11R-A13Q-07	0.9713804713804713	0.8254649499284692	0.38461538461538464	0.01430615164520744
blca_TCGA-C4-A0F1-01A-11R-A034-07	0.9706601466992665	0.7924151696606786	0.4117647058823529	0.013972055888223553
blca_TCGA-CF-A47W-01A-11R-A23W-07	0.9241706161137441	0.8405172413793104	0.35	0.03017241379310345
luad_TCGA-50-5931-01A-11R-1755-07	0.9673202614379085	0.7688311688311689	0.3333333333333333	0.011688311688311689
blca_TCGA-CU-A3QU-01A-11R-A22U-07	0.9299610894941635	0.7810457516339869	0.32	0.026143790849673203
brca_TCGA-BH-A0DT-01A-21R-A12D-07	0.9032258064516129	0.7567567567567568	0.3333333333333333	0.02702702702702703
brca_TCGA-BH-A0HK-01A-11R-A056-07	0.8636363636363636	0.8382352941176471	0.4375	0.10294117647058823
brca_TCGA-BH-A1FR-01A-11R-A13Q-07	0.9760479041916168	0.8190954773869347	0.6	0.03015075376884422
luad_TCGA-91-6835-01A-11R-1858-07	0.9601769911504425	0.7833935018050542	0.5	0.02527075812274368
prad_TCGA-EJ-5494-01A-01R-1580-07	0.9120879120879121	0.7094017094017094	0.2222222222222222	0.017094017094017096
brca_TCGA-BH-A1EV-01A-11R-A137-07	0.9701492537313433	0.7926829268292683	0.5	0.01951219512195122
blca_TCGA-BT-A20N-01A-11R-A14Y-07	0.9296703296703297	0.8562753036437247	0.23529411764705882	0.016194331983805668
blca_TCGA-CF-A47X-01A-31R-A23W-07	0.9565217391304348	0.8552915766738661	0.2631578947368421	0.01079913606911447
prad_TCGA-EJ-5505-01A-01R-1580-07	0.9206349206349206	0.7617260787992496	0.36538461538461536	0.03564727954971857
brca_TCGA-BH-A0AZ-01A-21R-A12P-07	0.9581749049429658	0.7390029325513197	0.45	0.026392961876832845
prad_TCGA-CH-5751-01A-11R-1580-07	0.988795518207283	0.7369519832985386	0.7692307692307693	0.020876826722338204
blca_TCGA-DK-A1AG-01A-11R-A13Y-07	0.9617021276595744	0.70625	0.5	0.028125
blca_TCGA-DK-A3IN-01A-11R-A20F-07	0.9603960396039604	0.7950819672131147	0.5789473684210527	0.045081967213114756
blca_TCGA-DK-A6AW-01A-11R-A30C-07	0.8023255813953488	0.4791666666666667	0.32	0.05555555555555555
luad_TCGA-50-6595-01A-12R-1858-07	0.9607843137254902	0.8186157517899761	0.23076923076923078	0.007159904534606206
brca_TCGA-BH-A0B8-01A-21R-A056-07	0.9186991869918699	0.8278388278388278	0.3333333333333333	0.03663003663003663
prad_TCGA-HC-7745-01A-11R-2118-07	0.9361022364217252	0.8207282913165266	0.39285714285714285	0.03081232492997199
blca_TCGA-DK-A1AF-01A-11R-A13Y-07	0.9364548494983278	0.8259587020648967	0.42424242424242425	0.04129793510324484
brca_TCGA-BH-A1FJ-01A-11R-A13Q-07	0.9417808219178082	0.8333333333333334	0.19047619047619047	0.012121212121212121
