type	sample	num_disc_conf	total_disc	fraction
prad	TCGA-G9-6363-01A-21R-1789-07	68	75	.90666666666666666666
prad	TCGA-G9-6365-01A-11R-1789-07	199	200	.99500000000000000000
prad	TCGA-G9-6384-01A-11R-1789-07	277	283	.97879858657243816254
prad	TCGA-G9-6496-01A-11R-1789-07	117	125	.93600000000000000000
prad	TCGA-G9-6499-01A-12R-1965-07	410	415	.98795180722891566265
prad	TCGA-HC-7211-01A-11R-2118-07	494	518	.95366795366795366795
prad	TCGA-HC-7737-01A-11R-2118-07	463	478	.96861924686192468619
prad	TCGA-HC-7738-01A-11R-2118-07	533	554	.96209386281588447653
prad	TCGA-HC-7740-01A-11R-2118-07	341	348	.97988505747126436781
prad	TCGA-HC-7742-01A-11R-2118-07	479	483	.99171842650103519668
prad	TCGA-HC-7745-01A-11R-2118-07	320	328	.97560975609756097560
prad	TCGA-HC-7747-01A-11R-2118-07	244	249	.97991967871485943775
prad	TCGA-HC-7752-01A-11R-2118-07	144	158	.91139240506329113924
prad	TCGA-HC-7819-01A-11R-2118-07	419	433	.96766743648960739030
prad	TCGA-HC-8258-01A-11R-2263-07	273	286	.95454545454545454545
prad	TCGA-HC-8259-01A-11R-2263-07	357	371	.96226415094339622641
prad	TCGA-HC-8260-01A-11R-2263-07	339	352	.96306818181818181818
prad	TCGA-HC-8262-01A-11R-2263-07	330	343	.96209912536443148688
